timestamp,avg_leaf_length_cm,plant_count
2025-07-09T16:47:06.333310,1.3792355738613906,12
2025-07-10T15:32:36.211766,1.4452002894686389,12
2025-07-10T15:36:26.662933,1.396638504620087,13
